server_type,cooling_type,datacenter_region,time_of_day,workload_intensity,cpu_utilization,memory_utilization,network_throughput_gbps,inlet_temperature_c,cooling_efficiency,power_consumption_kw,carbon_emission_kg,compute_cost_usd,pue,energy_efficiency_class
Edge,Liquid,ME,Off-Peak,0.759,54.09,59.721,22.198,24.625,0.794,45.543,21.84,1.864,1.36,Medium
Storage,Hybrid,ME,Night,0.735,53.667,70.851,9.583,22.563,0.91,70.966,33.22,3.316,1.471,Medium
Compute,Liquid,APAC,Peak,0.969,77.86,78.818,31.732,18.711,0.883,112.06,68.783,9.447,1.368,High
Compute,Air,EU,Peak,0.272,34.235,88.26,14.206,29.358,0.908,64.635,17.119,12.854,1.748,Low
Compute,Hybrid,NA,Off-Peak,0.115,23.088,44.332,12.199,19.934,0.868,91.583,33.009,10.889,1.428,Medium
Compute,Liquid,NA,Peak,0.39,31.868,75.365,19.432,19.84,0.982,73.681,33.343,9.279,1.304,High
Compute,Air,EU,Peak,0.235,28.318,46.457,3.34,21.207,0.734,66.259,16.821,11.221,1.608,Low
GPU,Liquid,APAC,Peak,0.594,47.969,64.814,14.96,20.414,1.0,109.43,66.589,8.234,1.373,High
Storage,Air,EU,Off-Peak,0.909,67.122,98.0,12.446,22.899,0.842,88.716,22.467,15.638,1.482,Medium
Storage,Hybrid,APAC,Off-Peak,0.719,63.594,71.008,17.631,18.684,0.936,91.09,51.52,6.896,1.147,High
Compute,Air,EU,Off-Peak,0.222,27.499,72.416,18.004,25.201,0.904,57.92,12.461,10.05,1.621,Low
GPU,Liquid,APAC,Night,0.204,17.729,62.334,9.246,21.66,1.0,79.478,49.136,6.871,1.074,High
GPU,Air,NA,Off-Peak,0.92,75.383,76.526,14.511,25.189,0.637,112.022,47.023,12.952,1.695,Low
Compute,Air,NA,Off-Peak,0.539,38.816,76.46,19.69,18.169,0.976,73.447,29.458,8.742,1.543,Medium
GPU,Hybrid,NA,Night,0.931,79.162,60.145,21.496,15.0,0.741,142.377,55.676,17.3,1.434,Medium
Storage,Hybrid,APAC,Night,0.763,58.956,75.433,26.509,19.677,0.798,70.541,40.48,5.925,1.231,High
Compute,Air,NA,Off-Peak,0.994,90.62,50.599,26.887,25.962,0.798,96.259,39.498,11.639,1.428,Medium
Storage,Air,APAC,Off-Peak,0.884,72.449,57.436,15.467,22.284,0.768,73.961,43.127,6.072,1.862,Low
Storage,Air,NA,Off-Peak,0.473,45.76,83.671,15.577,35.565,0.798,82.459,33.206,9.649,1.76,Low
Compute,Liquid,EU,Off-Peak,0.782,69.165,57.62,15.405,19.178,0.903,83.322,17.986,14.825,1.176,High
Edge,Liquid,ME,Peak,0.524,46.716,77.52,11.765,20.142,1.0,84.808,43.701,3.63,1.269,High
GPU,Liquid,EU,Off-Peak,0.31,29.386,5.0,29.845,20.331,0.832,95.882,23.855,16.963,1.258,High
Storage,Liquid,NA,Peak,0.317,37.367,51.196,25.081,21.952,1.0,55.054,21.276,7.47,1.381,High
Storage,Hybrid,NA,Peak,0.458,39.883,56.464,17.527,25.996,0.914,51.56,20.896,6.409,1.768,Low
Storage,Air,ME,Off-Peak,0.2,24.342,49.616,12.853,19.789,0.756,83.661,42.217,3.545,1.834,Low
Storage,Air,EU,Night,0.26,35.701,58.276,8.349,15.954,0.759,52.21,11.426,9.032,1.243,High
Storage,Liquid,EU,Peak,0.551,43.29,71.428,29.843,20.944,1.0,69.584,18.192,12.389,1.408,High
Compute,Hybrid,EU,Peak,0.959,78.483,68.381,12.133,21.691,0.701,117.743,30.335,20.515,1.45,Medium
Storage,Liquid,NA,Off-Peak,0.62,57.545,73.336,17.681,17.081,0.928,63.798,25.912,7.64,1.174,High
GPU,Liquid,NA,Off-Peak,0.468,49.068,63.573,23.316,16.347,0.969,115.804,44.956,13.542,1.381,High
Storage,Liquid,EU,Peak,0.318,31.264,79.613,18.859,23.974,0.981,56.262,14.449,10.315,1.107,High
Compute,Hybrid,APAC,Peak,0.276,34.529,83.114,7.806,22.647,0.922,73.976,44.222,5.92,1.633,Low
GPU,Air,NA,Off-Peak,0.693,52.882,74.771,17.757,30.028,0.931,123.489,46.4,15.12,1.483,Medium
Compute,Air,APAC,Night,0.863,75.306,88.163,14.101,20.228,0.705,112.443,66.992,8.614,1.433,Medium
Compute,Hybrid,APAC,Peak,0.459,44.585,65.043,11.355,21.015,0.932,98.915,54.17,7.706,1.463,Medium
Compute,Hybrid,ME,Peak,0.596,51.199,83.076,12.509,25.816,0.708,85.896,48.162,3.383,1.556,Low
Compute,Air,NA,Off-Peak,0.736,66.839,72.008,23.848,29.009,0.832,92.959,36.706,11.431,1.67,Low
GPU,Air,NA,Peak,0.152,17.53,55.389,3.435,23.508,0.846,103.677,43.79,12.923,1.323,High
Storage,Air,APAC,Peak,0.416,39.806,33.126,23.403,27.609,0.756,52.238,32.419,3.417,1.434,Medium
Compute,Air,NA,Off-Peak,0.757,73.465,75.308,10.605,19.205,0.84,78.157,35.561,8.689,1.411,Medium
GPU,Hybrid,NA,Night,0.716,60.11,74.43,9.256,18.247,0.832,130.906,53.022,15.982,1.643,Low
GPU,Air,APAC,Peak,0.148,24.638,40.78,5.842,21.69,0.835,81.112,49.61,6.686,1.726,Low
GPU,Hybrid,NA,Off-Peak,0.314,41.66,52.44,18.508,22.361,0.944,104.237,41.261,12.083,1.216,High
Compute,Air,EU,Peak,0.712,53.13,45.807,38.635,33.721,0.868,66.47,16.007,11.771,1.473,Medium
Storage,Liquid,EU,Night,0.344,30.909,73.259,12.917,15.004,0.913,56.86,13.197,10.087,1.22,High
Edge,Air,APAC,Peak,0.833,65.755,61.218,16.171,28.111,0.919,211.92,127.152,16.954,1.413,Medium
GPU,Liquid,NA,Off-Peak,0.127,15.242,68.71,10.275,15.428,0.864,91.206,34.094,11.402,1.198,High
Compute,Liquid,APAC,Night,0.271,27.305,53.065,12.702,23.23,1.0,80.58,49.139,6.904,1.429,High
Compute,Liquid,EU,Night,0.353,28.691,48.599,5.583,18.801,0.835,51.706,13.355,9.486,1.399,Medium
Storage,Air,EU,Off-Peak,0.933,70.325,89.365,14.623,25.958,0.919,90.628,19.892,17.064,1.634,Low
Edge,Air,NA,Peak,0.817,60.858,62.035,21.988,28.853,0.949,62.976,28.476,6.99,1.482,Medium
Storage,Air,NA,Off-Peak,0.896,72.14,88.257,18.665,25.619,0.99,66.349,23.068,8.507,1.492,Medium
Storage,Air,EU,Peak,0.496,44.694,53.725,20.164,19.659,0.935,63.407,13.516,11.458,1.257,High
Compute,Liquid,EU,Off-Peak,0.84,63.001,69.325,14.504,15.0,0.731,86.523,25.754,15.314,1.207,High
Storage,Liquid,ME,Off-Peak,0.868,70.009,91.694,14.091,15.996,0.982,114.188,55.997,5.49,1.262,High
GPU,Liquid,EU,Night,0.46,40.475,68.401,12.693,15.685,0.907,80.482,20.414,14.017,1.05,High
Compute,Liquid,EU,Off-Peak,0.995,79.555,88.265,59.978,23.077,0.927,80.308,19.957,15.028,1.208,High
GPU,Air,EU,Off-Peak,0.866,67.196,98.0,17.271,18.744,0.744,114.088,26.597,20.796,1.258,High
Edge,Air,APAC,Night,0.977,80.42,72.492,20.436,18.037,0.961,98.806,58.555,7.237,1.288,High
Compute,Air,EU,Night,0.88,67.685,86.44,10.811,19.203,0.785,90.311,23.05,15.308,1.562,Low
Storage,Hybrid,NA,Off-Peak,0.799,59.383,70.798,15.428,21.287,0.914,85.83,36.352,10.691,1.19,High
Compute,Liquid,APAC,Off-Peak,0.949,71.067,76.181,14.266,20.6,0.955,84.572,51.877,6.72,1.295,High
GPU,Air,EU,Off-Peak,0.478,53.033,58.172,18.889,19.977,0.782,130.618,33.305,23.117,1.37,Medium
Storage,Air,EU,Peak,0.805,61.893,73.117,12.127,29.756,0.806,66.86,18.074,11.962,1.626,Low
Storage,Hybrid,EU,Peak,0.292,23.608,44.908,12.558,24.585,0.86,40.752,12.755,7.613,1.198,High
GPU,Liquid,APAC,Off-Peak,0.76,61.272,87.699,20.07,19.755,1.0,105.625,65.979,8.671,1.207,High
Compute,Liquid,NA,Peak,0.807,61.868,98.0,13.708,21.446,1.0,88.901,35.068,10.393,1.401,High
Edge,Air,NA,Off-Peak,0.745,64.064,73.52,19.025,18.535,0.952,77.461,28.764,8.625,1.449,Medium
Storage,Air,APAC,Off-Peak,0.865,66.332,65.143,11.877,22.64,0.758,85.101,53.813,6.858,2.587,High
Compute,Hybrid,NA,Off-Peak,0.472,39.892,91.426,34.583,21.234,0.964,53.008,21.652,6.843,1.159,High
Storage,Liquid,APAC,Peak,0.59,47.155,62.174,12.909,23.438,0.959,79.36,48.662,6.943,1.49,Medium
GPU,Air,NA,Peak,0.11,27.192,50.749,6.461,27.327,0.709,91.904,37.138,11.633,1.605,Low
Compute,Hybrid,NA,Peak,0.231,26.916,63.422,4.096,27.359,0.858,73.279,25.79,8.938,1.851,Low
GPU,Liquid,NA,Peak,0.68,50.377,62.693,15.707,21.808,1.0,91.905,35.854,11.267,1.05,High
Edge,Air,EU,Night,0.606,49.887,85.868,7.205,17.36,0.889,49.229,8.216,9.264,1.632,Low
Compute,Air,EU,Peak,0.278,34.824,35.9,9.941,28.531,0.823,66.725,14.658,11.923,1.5,Medium
Edge,Air,NA,Peak,0.319,31.549,65.526,7.187,30.044,0.576,63.466,20.294,7.45,1.811,Low
Compute,Air,NA,Peak,0.41,29.427,86.442,6.192,26.797,0.822,68.854,26.18,8.547,1.449,Medium
Compute,Liquid,ME,Off-Peak,0.745,56.865,33.647,18.35,23.975,0.947,76.135,38.185,3.543,1.339,High
Compute,Air,EU,Off-Peak,0.649,56.921,92.389,24.452,23.836,0.721,64.335,11.418,11.64,1.463,Medium
GPU,Hybrid,APAC,Peak,0.163,26.909,62.579,15.935,21.719,0.826,97.474,60.838,7.604,1.685,Low
Storage,Hybrid,ME,Night,0.784,67.504,98.0,15.708,17.402,0.976,72.622,35.988,3.662,1.349,High
Compute,Air,ME,Night,0.336,27.156,87.042,10.708,16.922,0.67,67.559,35.983,3.446,1.354,Medium
Storage,Air,APAC,Peak,0.705,65.495,48.367,22.781,24.424,0.907,78.794,47.992,5.817,1.692,Low
Storage,Hybrid,NA,Off-Peak,0.211,19.225,91.39,24.325,17.355,0.877,31.364,12.717,3.548,1.407,Medium
Compute,Liquid,ME,Off-Peak,0.998,71.994,59.15,16.421,26.342,0.919,77.301,38.32,3.917,1.772,Low
GPU,Liquid,APAC,Peak,0.172,15.747,65.196,12.941,18.366,1.0,87.128,49.695,6.0,1.201,High
GPU,Air,APAC,Night,0.768,68.847,34.117,26.24,24.28,0.885,135.618,80.561,10.801,1.777,Low
Storage,Air,NA,Peak,0.587,45.439,77.681,12.345,20.578,0.994,61.107,22.054,6.742,1.577,Medium
Edge,Liquid,ME,Off-Peak,0.177,28.527,66.109,7.919,17.691,1.0,65.94,34.756,3.416,1.315,High
Storage,Hybrid,APAC,Off-Peak,0.124,20.592,82.848,5.235,20.35,0.983,48.491,27.523,3.874,1.145,High
Edge,Air,APAC,Off-Peak,0.426,34.478,73.544,17.75,22.055,0.931,57.701,33.833,4.573,1.622,Low
Storage,Hybrid,NA,Night,0.822,66.38,53.259,9.45,18.882,0.809,87.141,34.696,10.219,1.553,Low
Storage,Air,NA,Peak,0.137,17.93,69.414,11.879,27.851,0.833,63.026,25.398,6.818,1.629,Low
Compute,Hybrid,ME,Peak,0.734,54.064,61.992,12.431,28.025,0.632,77.114,39.4,4.441,1.851,Low
GPU,Liquid,EU,Off-Peak,0.69,56.915,98.0,9.863,19.784,0.947,109.417,25.873,19.814,1.571,Medium
Storage,Air,NA,Peak,0.339,28.697,68.852,18.59,24.41,0.862,57.42,22.353,7.041,1.515,Medium
Compute,Liquid,APAC,Peak,0.17,19.014,53.705,15.698,17.95,0.975,68.113,39.849,5.353,1.298,High
Compute,Air,NA,Off-Peak,0.924,73.871,90.344,11.504,22.639,0.876,76.461,31.106,9.464,1.744,Low
Storage,Air,EU,Peak,0.37,41.704,63.803,22.072,20.75,0.847,62.459,15.173,11.208,1.439,Medium
Storage,Air,NA,Peak,0.2,22.244,86.542,12.6,24.38,0.764,35.295,13.872,4.38,1.536,Low
GPU,Air,NA,Peak,0.713,65.733,52.273,13.606,32.245,0.866,106.92,44.799,11.555,1.611,Low
GPU,Air,NA,Peak,0.295,24.92,52.737,9.941,30.284,0.953,85.286,34.504,10.258,1.434,Medium
Compute,Liquid,NA,Off-Peak,0.528,41.508,80.675,16.658,20.002,0.877,93.31,40.084,10.697,1.517,Medium
GPU,Liquid,NA,Peak,0.145,19.231,52.089,21.403,24.1,0.968,85.092,32.598,10.74,1.562,Medium
Compute,Air,EU,Night,0.994,75.212,88.885,35.063,19.278,0.778,91.813,22.863,16.68,1.626,Low
GPU,Hybrid,ME,Peak,0.503,37.064,74.792,10.734,20.492,0.93,112.6,57.001,5.677,1.417,High
GPU,Liquid,EU,Off-Peak,0.999,83.784,62.904,16.418,16.544,0.721,127.682,32.133,22.811,1.407,Medium
Storage,Hybrid,NA,Night,0.447,38.502,69.255,17.061,18.401,0.763,69.155,26.556,7.898,1.446,Medium
GPU,Liquid,NA,Peak,0.413,40.116,61.326,6.948,24.129,1.0,100.832,39.81,12.325,1.564,Medium
Compute,Air,APAC,Off-Peak,0.923,72.885,64.421,15.513,19.623,0.976,92.016,55.643,6.654,1.533,Medium
Storage,Air,ME,Night,0.397,31.243,73.146,6.955,22.827,0.973,74.408,40.414,4.528,1.225,High
GPU,Liquid,NA,Peak,0.489,39.109,53.265,12.663,23.626,1.0,141.44,56.768,17.349,1.344,High
Storage,Air,NA,Night,0.17,17.213,59.969,2.193,21.68,0.81,32.947,14.727,3.523,1.435,Medium
Compute,Air,EU,Peak,0.96,73.306,98.0,12.22,23.014,0.772,90.308,24.297,15.36,1.576,Low
Storage,Air,APAC,Peak,0.177,20.726,61.932,10.939,26.275,0.781,36.062,21.878,3.285,1.754,Low
GPU,Air,EU,Off-Peak,0.794,1.054,62.546,9.234,23.576,0.954,138.654,37.866,25.838,1.121,High
Compute,Air,EU,Peak,0.585,46.465,44.321,16.598,27.199,0.856,59.879,15.713,10.219,1.487,Medium
Compute,Air,APAC,Off-Peak,0.155,15.908,34.89,12.901,26.588,0.939,43.577,28.576,2.551,1.477,Medium
GPU,Air,ME,Night,0.102,14.301,41.265,5.056,17.469,0.813,187.617,93.711,9.42,1.632,Low
GPU,Liquid,NA,Night,0.942,74.492,69.939,12.277,18.322,0.949,119.41,47.976,13.163,1.05,High
Compute,Liquid,ME,Off-Peak,0.768,59.472,33.877,17.117,20.832,1.0,177.211,88.606,8.861,1.207,High
Compute,Air,NA,Night,0.718,54.75,66.884,9.494,22.438,0.885,139.752,58.119,15.834,1.228,High
Compute,Air,APAC,Off-Peak,0.495,39.506,43.847,13.824,24.52,0.754,97.042,57.423,7.823,1.632,Low
Compute,Air,EU,Peak,0.315,40.644,59.559,11.307,23.989,0.757,87.599,24.929,15.917,1.694,Low
Storage,Air,EU,Off-Peak,0.712,58.359,68.285,17.338,19.842,0.868,85.15,23.222,15.412,1.479,Medium
GPU,Air,EU,Off-Peak,0.647,49.221,73.594,22.909,18.375,0.797,100.339,26.591,18.65,1.347,High
Storage,Air,NA,Off-Peak,0.754,62.635,70.136,32.021,26.155,0.821,65.772,28.559,7.913,1.635,Low
Storage,Liquid,NA,Off-Peak,0.429,31.691,52.54,15.727,19.056,0.877,42.097,19.738,5.361,1.489,Medium
Compute,Liquid,EU,Off-Peak,0.988,73.422,60.171,34.673,20.102,0.915,98.805,22.82,17.347,1.374,High
GPU,Air,EU,Off-Peak,0.16,20.947,37.692,5.945,23.5,0.851,100.459,25.446,17.737,1.644,Low
Storage,Air,NA,Night,0.172,16.446,78.35,12.656,20.494,0.755,66.611,24.545,8.204,1.385,Medium
Edge,Liquid,ME,Off-Peak,0.925,67.735,88.71,12.548,22.235,0.935,72.926,37.436,4.123,1.626,Low
Storage,Hybrid,NA,Peak,0.683,48.773,62.522,19.141,22.095,0.825,58.602,24.892,7.493,1.421,Medium
Compute,Liquid,EU,Off-Peak,0.394,38.596,63.255,16.744,21.189,1.0,74.951,19.291,13.403,1.246,High
Storage,Liquid,NA,Peak,0.786,0.508,69.636,15.45,20.714,1.0,81.089,33.586,9.509,1.402,High
Compute,Air,EU,Night,0.507,45.853,84.023,9.444,15.0,0.952,62.569,15.539,11.996,1.063,High
Storage,Air,NA,Peak,0.119,14.987,51.488,3.923,23.181,0.714,64.508,29.703,7.192,1.53,Low
Compute,Hybrid,EU,Peak,0.686,51.72,36.451,12.754,26.365,0.87,78.555,20.558,14.01,1.556,Medium
Compute,Air,NA,Peak,0.319,26.895,69.329,7.726,22.236,0.818,70.814,28.793,9.081,1.558,Low
GPU,Hybrid,NA,Peak,0.204,18.332,36.744,12.466,25.024,0.942,105.848,43.405,12.574,1.606,Low
Compute,Liquid,APAC,Off-Peak,0.303,26.742,77.098,20.897,20.037,0.831,63.551,37.023,4.888,1.23,High
GPU,Liquid,EU,Peak,0.529,48.386,50.536,21.521,21.283,0.895,101.507,21.254,17.578,1.375,High
Compute,Air,NA,Night,0.145,12.856,63.247,6.857,21.548,0.888,162.105,63.685,19.152,1.263,High
Storage,Liquid,NA,Off-Peak,0.895,80.12,69.013,11.763,20.892,1.0,102.949,40.049,12.327,1.619,Medium
Storage,Air,APAC,Peak,0.604,58.311,63.76,12.866,25.902,0.947,65.825,40.85,5.215,1.535,Medium
Storage,Air,NA,Off-Peak,0.364,35.596,71.262,13.639,19.93,0.906,60.313,23.711,7.678,1.184,High
Compute,Air,ME,Off-Peak,0.718,54.419,71.35,24.117,26.351,0.564,82.546,38.035,4.27,1.503,Low
Compute,Hybrid,EU,Off-Peak,0.824,59.207,65.294,15.9,26.669,0.688,73.706,19.059,12.75,1.712,Low
Compute,Liquid,NA,Off-Peak,0.653,0.331,63.303,11.09,15.017,0.779,66.762,24.26,7.648,1.475,Medium
Compute,Air,APAC,Peak,0.282,23.394,40.786,20.565,23.557,0.571,60.588,38.107,6.02,1.513,Low
Storage,Air,APAC,Off-Peak,0.199,23.301,61.182,17.779,27.873,0.863,76.031,48.002,6.197,1.562,Low
Edge,Liquid,NA,Peak,0.874,78.409,77.503,15.74,19.331,0.728,77.225,33.597,10.628,1.538,Low
GPU,Liquid,EU,Off-Peak,0.311,31.971,98.0,15.968,20.526,0.828,94.865,22.347,17.535,1.423,Medium
GPU,Liquid,EU,Night,0.118,28.125,59.753,3.508,16.666,1.0,95.841,23.965,16.609,1.158,High
GPU,Liquid,ME,Peak,0.679,0.635,66.764,41.802,25.154,0.903,99.147,50.138,2.981,1.368,High
Storage,Air,EU,Off-Peak,0.238,26.826,43.558,12.038,22.228,0.713,55.447,11.421,10.014,1.367,Medium
Compute,Liquid,NA,Peak,0.992,79.431,69.295,14.567,15.935,1.0,84.429,33.636,10.279,1.271,High
Edge,Air,NA,Peak,0.883,67.656,73.054,22.119,26.859,0.906,66.291,26.7,8.49,1.671,Low
Storage,Hybrid,NA,Off-Peak,0.648,57.588,53.264,17.635,24.41,0.775,70.789,29.077,8.467,1.677,Low
Storage,Liquid,NA,Off-Peak,0.85,66.535,82.213,11.571,20.244,1.0,76.261,32.057,10.181,1.256,High
Compute,Air,NA,Off-Peak,0.523,37.829,62.093,14.849,20.642,0.795,54.755,21.459,6.948,1.601,Low
Storage,Air,EU,Peak,0.81,63.01,80.927,17.458,24.185,0.956,80.274,20.429,14.488,1.748,Low
Storage,Hybrid,NA,Night,0.682,50.431,55.642,17.294,19.777,0.931,62.269,21.772,8.183,1.381,High
GPU,Air,NA,Peak,0.126,24.212,61.275,2.381,26.87,0.938,90.709,38.629,10.615,1.276,High
Storage,Air,EU,Peak,0.954,76.777,70.9,20.691,27.388,0.907,97.113,26.14,18.884,1.547,Medium
Compute,Liquid,NA,Night,0.875,66.057,91.729,22.634,16.495,0.877,71.566,28.498,8.274,1.339,High
Edge,Air,NA,Night,0.958,74.024,74.768,13.276,22.548,0.936,75.471,34.064,9.411,1.327,High
Compute,Liquid,NA,Off-Peak,0.758,65.841,51.224,17.552,16.908,1.0,103.935,38.813,13.067,1.319,High
Storage,Air,NA,Night,0.471,45.584,60.773,9.474,25.902,0.893,71.537,27.822,7.986,1.736,Low
Compute,Liquid,APAC,Peak,0.286,23.851,34.736,6.432,15.333,0.785,67.062,41.221,5.33,1.545,Low
GPU,Air,EU,Peak,0.262,32.021,64.734,20.724,30.597,0.706,108.985,24.848,19.695,1.572,Low
Edge,Air,NA,Night,0.23,25.593,80.419,15.156,16.509,0.886,51.756,23.083,5.695,1.303,High
Compute,Hybrid,NA,Night,0.299,29.748,64.536,30.759,17.505,0.798,56.099,21.533,6.828,1.398,Medium
GPU,Liquid,NA,Peak,0.596,49.073,71.006,11.077,16.298,0.81,115.366,45.872,13.528,1.346,High
Compute,Air,EU,Peak,0.715,58.797,75.087,8.916,26.596,0.683,110.001,29.666,20.28,1.699,Low
Edge,Air,EU,Peak,0.383,36.465,49.36,31.656,26.245,0.834,36.355,8.496,6.301,1.946,Low
GPU,Liquid,EU,Peak,0.594,42.564,55.52,15.051,19.206,0.948,98.235,21.636,17.218,1.12,High
GPU,Liquid,NA,Off-Peak,0.407,36.173,71.015,33.585,15.0,1.0,98.717,38.359,10.974,1.568,Medium
Compute,Hybrid,NA,Off-Peak,0.727,52.195,66.103,23.262,23.852,0.836,65.169,23.402,8.769,1.459,Medium
Edge,Hybrid,APAC,Off-Peak,0.99,73.805,98.0,14.107,20.227,0.683,68.644,39.043,4.294,1.457,Medium
GPU,Liquid,APAC,Off-Peak,0.72,58.027,91.072,8.824,19.213,0.802,155.208,91.816,12.649,1.489,Medium
Compute,Air,ME,Night,0.153,19.666,46.742,10.524,18.101,0.957,47.418,23.45,2.937,1.436,Medium
GPU,Air,NA,Peak,0.53,46.975,54.751,12.929,27.173,0.833,102.29,43.744,13.079,1.526,Medium
Compute,Liquid,APAC,Off-Peak,0.793,74.585,50.447,12.822,18.106,0.942,93.26,53.92,7.486,1.615,Low
GPU,Air,APAC,Night,0.588,44.559,55.367,8.686,21.838,0.888,96.964,59.42,7.677,1.489,Medium
Compute,Air,ME,Peak,0.956,70.694,70.294,12.22,22.878,0.731,96.686,47.14,4.624,1.44,Medium
GPU,Air,NA,Night,0.149,16.391,62.236,26.236,22.349,0.932,89.711,34.799,10.906,1.511,Medium
Storage,Air,APAC,Off-Peak,0.362,42.371,60.42,13.456,22.446,0.747,65.304,40.65,4.956,1.763,Low
Compute,Air,NA,Peak,0.299,34.931,91.643,3.85,19.754,0.902,76.779,25.763,9.473,1.405,Medium
Compute,Air,EU,Peak,0.791,60.048,84.791,13.468,26.039,0.812,96.465,22.833,16.772,1.676,Low
Compute,Liquid,NA,Off-Peak,0.571,44.284,73.828,18.501,20.896,0.844,70.928,30.016,8.58,1.592,Low
Storage,Air,APAC,Off-Peak,0.225,20.296,67.372,26.701,20.004,0.754,46.104,29.659,3.674,1.463,Medium
Compute,Air,APAC,Off-Peak,0.357,30.868,31.443,5.686,27.175,0.735,85.218,51.065,6.496,1.618,Low
Storage,Air,NA,Peak,0.57,45.049,31.265,9.974,21.911,0.948,47.527,18.62,5.371,1.388,High
Compute,Liquid,EU,Off-Peak,0.997,76.903,74.625,18.023,20.456,0.903,130.375,29.364,23.79,1.434,Medium
Compute,Air,NA,Peak,0.428,34.352,77.033,20.028,30.126,0.953,70.991,26.143,8.562,1.656,Low
GPU,Liquid,EU,Peak,0.241,30.752,52.118,5.594,26.896,0.796,89.49,24.34,16.279,1.598,Low
Compute,Hybrid,NA,Peak,0.547,46.898,71.75,23.557,19.746,0.838,61.334,27.447,7.334,1.622,Low
Edge,Air,NA,Off-Peak,0.379,39.496,73.733,18.696,25.375,0.953,64.394,25.517,7.758,1.548,Medium
GPU,Air,APAC,Peak,0.609,48.972,82.636,14.805,23.684,0.807,87.525,51.676,7.44,1.528,Medium
Storage,Air,NA,Peak,0.52,37.281,57.769,8.772,22.198,0.803,53.234,22.229,6.366,1.466,Medium
Storage,Hybrid,EU,Peak,0.721,58.414,66.252,21.807,23.764,0.875,72.085,17.492,12.87,1.311,High
GPU,Liquid,APAC,Peak,0.923,75.019,67.857,17.761,24.004,0.975,111.205,66.781,8.484,1.579,Medium
Compute,Hybrid,ME,Peak,0.28,38.045,49.934,10.978,22.682,0.886,56.277,27.982,2.768,1.411,Medium
Compute,Air,APAC,Off-Peak,0.839,61.376,74.102,14.393,18.519,0.905,91.292,53.623,7.089,1.335,High
Compute,Hybrid,NA,Off-Peak,0.954,69.241,57.31,43.817,17.109,0.693,74.538,30.499,9.492,1.353,Medium
GPU,Air,APAC,Off-Peak,0.436,33.757,83.683,10.085,25.259,0.746,91.642,53.822,7.197,1.569,Low
Compute,Air,NA,Off-Peak,0.202,32.358,57.534,12.727,24.517,0.795,108.681,43.317,13.415,1.281,High
Storage,Hybrid,ME,Peak,0.84,66.383,68.661,17.328,24.536,0.87,75.763,34.319,2.997,1.519,Medium
Edge,Hybrid,APAC,Night,0.731,61.183,44.555,26.224,15.157,0.767,50.816,30.567,4.072,1.627,Low
GPU,Air,APAC,Peak,0.291,24.025,41.914,7.995,23.054,0.645,86.854,52.79,7.102,1.42,Medium
Storage,Air,NA,Off-Peak,0.501,1.131,80.651,18.011,21.246,0.832,91.136,36.646,10.865,1.589,Low
Compute,Air,EU,Night,0.62,45.706,98.0,16.474,17.303,0.874,84.791,21.614,16.051,1.502,Medium
GPU,Air,APAC,Off-Peak,0.253,20.764,71.616,11.574,23.365,0.859,81.441,48.954,4.707,1.197,High
Storage,Air,APAC,Peak,0.743,73.358,65.804,12.033,22.802,0.745,122.097,74.831,9.887,1.616,Low
Compute,Hybrid,NA,Peak,0.721,55.34,59.569,20.147,22.311,0.946,83.027,33.427,10.123,1.515,Medium
Compute,Liquid,ME,Peak,0.898,71.246,55.702,25.311,18.561,0.966,86.431,38.782,5.228,1.226,High
Edge,Liquid,NA,Off-Peak,0.611,62.319,43.495,8.085,15.482,1.0,58.518,20.409,7.467,1.074,High
Storage,Liquid,EU,Off-Peak,0.617,49.121,72.334,33.898,15.337,0.963,62.61,17.791,11.074,1.287,High
GPU,Liquid,EU,Off-Peak,0.657,52.054,69.561,15.158,16.351,0.94,102.708,22.389,19.06,1.535,Medium
GPU,Liquid,NA,Peak,0.346,34.663,50.342,23.988,21.932,0.899,125.397,49.222,14.971,1.683,Low
Storage,Liquid,NA,Night,0.783,64.25,69.676,12.344,15.0,0.932,94.582,37.946,10.602,1.458,Medium
Storage,Air,APAC,Off-Peak,0.696,53.499,72.171,9.422,23.452,0.88,72.551,41.681,5.453,1.784,Low
Storage,Liquid,NA,Peak,0.855,75.917,46.054,12.613,24.468,0.863,81.351,30.239,9.118,1.503,Medium
Compute,Liquid,NA,Peak,0.792,57.05,85.9,35.12,21.124,0.826,73.614,28.739,8.151,1.451,Medium
Storage,Hybrid,APAC,Off-Peak,0.675,49.418,90.302,6.992,17.075,0.778,57.883,37.139,3.867,1.599,Low
GPU,Hybrid,APAC,Off-Peak,0.245,31.445,60.191,5.027,19.415,0.796,84.404,53.477,6.998,1.125,High
Storage,Air,EU,Peak,0.927,79.779,98.0,15.637,28.303,0.86,119.716,29.881,22.57,1.584,Low
GPU,Liquid,NA,Peak,0.43,44.983,72.753,9.088,21.014,1.0,107.029,41.159,12.692,1.123,High
Storage,Air,NA,Off-Peak,0.968,76.602,98.0,20.303,20.678,0.964,66.28,25.192,6.959,1.46,Medium
Storage,Liquid,APAC,Peak,0.462,42.178,61.445,6.576,19.375,1.0,51.537,30.793,3.685,1.563,Medium
Storage,Air,EU,Peak,0.231,27.646,74.765,4.488,29.188,0.742,47.712,10.419,9.263,1.582,Low
